age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,exceeds50K
43, Federal-gov,369468, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
31, Private,206541, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
38, Self-emp-not-inc,164593, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,30, ?,0
53, Federal-gov,227836, Some-college,10, Divorced, Farming-fishing, Not-in-family, Male,0,0,40, United-States,0
37, Private,167396, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,40, Guatemala,0
26, Private,172421, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
22, Private,124454, Some-college,10, Never-married, Sales, Not-in-family, Male,0,0,30, United-States,0
23, Private,376416, HS-grad,9, Never-married, Transport-moving, Own-child, Male,0,0,40, United-States,0
46, Private,195416, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,44, United-States,1
38, Private,186376, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,42, United-States,1
74, Private,147558, Some-college,10, Divorced, Sales, Not-in-family, Female,7262,0,30, United-States,1
32, Private,267458, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, United-States,0
23, Private,203203, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
63, ?,231777, Masters,14, Married-civ-spouse, ?, Husband, Male,0,0,30, United-States,0
43, Local-gov,114859, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,17, United-States,0
32, Private,185433, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
45, Private,178319, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,7688,0,50, United-States,1
40, Self-emp-not-inc,145246, Some-college,10, Divorced, Prof-specialty, Own-child, Male,0,0,40, United-States,0
18, Private,178759, Some-college,10, Never-married, Sales, Own-child, Female,0,0,15, United-States,0
34, Private,220362, Bachelors,13, Never-married, Exec-managerial, Own-child, Male,0,0,40, United-States,0
32, Private,195891, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,1
68, ?,152157, HS-grad,9, Widowed, ?, Not-in-family, Female,0,0,20, United-States,0
22, Private,187703, Assoc-voc,11, Never-married, Other-service, Other-relative, Male,0,0,40, Guatemala,0
41, Private,154194, HS-grad,9, Never-married, Sales, Own-child, Female,0,0,40, United-States,0
44, Local-gov,141186, Masters,14, Divorced, Prof-specialty, Not-in-family, Female,8614,0,35, United-States,1
36, Private,104772, HS-grad,9, Divorced, Craft-repair, Unmarried, Male,0,0,48, United-States,0
56, Self-emp-not-inc,32855, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,0
34, Private,187215, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,15024,0,36, United-States,1
42, Private,301080, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
56, ?,119254, 10th,6, Divorced, ?, Not-in-family, Female,0,0,40, United-States,0
21, Private,211391, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,27, United-States,0
41, Private,118721, 12th,8, Divorced, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
61, Private,48549, Some-college,10, Never-married, Exec-managerial, Not-in-family, Male,0,0,38, United-States,1
63, Self-emp-not-inc,106551, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
19, Local-gov,202184, Some-college,10, Never-married, Adm-clerical, Own-child, Male,0,0,15, United-States,0
56, Private,329654, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Female,7688,0,50, United-States,1
49, Private,323798, Some-college,10, Divorced, Exec-managerial, Not-in-family, Male,3325,0,50, United-States,0
57, Local-gov,148509, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, India,0
40, Self-emp-not-inc,27242, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,84, United-States,0
20, Private,212582, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,16, United-States,0
47, Private,464945, HS-grad,9, Never-married, Transport-moving, Not-in-family, Male,0,0,45, United-States,0
30, Private,207668, Some-college,10, Never-married, Sales, Own-child, Male,0,0,30, United-States,0
42, Private,234633, 11th,7, Married-civ-spouse, Transport-moving, Husband, Male,0,0,47, United-States,0
37, Federal-gov,22201, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,7298,0,40, Philippines,1
28, Self-emp-not-inc,54683, Some-college,10, Never-married, Craft-repair, Not-in-family, Male,0,1590,40, United-States,0
61, Private,208919, Masters,14, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,1
37, Local-gov,244803, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, ?,0
46, Federal-gov,330901, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
19, Private,252862, Assoc-voc,11, Never-married, Prof-specialty, Own-child, Female,0,0,40, United-States,0
24, Private,207940, HS-grad,9, Married-civ-spouse, Other-service, Wife, Female,0,0,30, United-States,0
49, Local-gov,163229, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,56, United-States,0
22, Federal-gov,280567, Some-college,10, Never-married, Transport-moving, Own-child, Male,0,0,4, United-States,0
45, Self-emp-not-inc,118081, Some-college,10, Married-civ-spouse, Other-service, Husband, Male,3103,0,42, United-States,0
32, State-gov,304212, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Male,0,0,50, United-States,0
53, Local-gov,175897, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
54, ?,191659, 5th-6th,3, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,0
66, ?,170617, Masters,14, Widowed, ?, Not-in-family, Male,0,0,6, United-States,0
41, Private,197583, 10th,6, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
24, Private,172232, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,42, United-States,0
48, Local-gov,186172, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,1
50, Private,98975, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,40, United-States,1
37, Private,78374, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,38, Japan,0
43, Private,256813, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,40, United-States,1
49, Private,240841, 7th-8th,4, Divorced, Other-service, Unmarried, Female,0,0,35, United-States,0
62, Private,123582, 10th,6, Divorced, Other-service, Unmarried, Female,0,0,40, United-States,0
68, Private,104438, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, Ireland,1
41, Local-gov,32185, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
23, Private,227471, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,24, United-States,0
46, Local-gov,60751, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
66, Private,344436, HS-grad,9, Widowed, Sales, Other-relative, Female,0,0,8, United-States,0
22, Private,400966, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
24, Private,138892, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
31, Private,303851, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States,0
53, Private,258832, HS-grad,9, Never-married, Other-service, Other-relative, Male,0,0,10, Philippines,0
27, ?,135046, Some-college,10, Never-married, ?, Unmarried, Female,0,0,40, United-States,0
47, Private,379118, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,1
24, Private,194848, Bachelors,13, Never-married, Tech-support, Own-child, Male,0,0,40, United-States,0
53, Private,209022, 11th,7, Divorced, Other-service, Not-in-family, Female,0,0,37, United-States,0
55, ?,105138, HS-grad,9, Married-civ-spouse, ?, Wife, Female,0,0,40, United-States,0
48, Federal-gov,277946, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
34, State-gov,101562, HS-grad,9, Never-married, Other-service, Own-child, Female,0,0,40, United-States,0
40, Private,349405, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,36, United-States,0
46, Private,261059, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,1977,50, United-States,1
20, Private,59948, HS-grad,9, Never-married, Other-service, Own-child, Female,0,0,18, United-States,0
30, Private,162370, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,35, United-States,0
42, Self-emp-not-inc,138162, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
64, Private,181232, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,2179,40, United-States,0
31, Private,336543, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
58, Private,56392, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
54, Private,27484, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
41, Self-emp-not-inc,126094, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,38, United-States,0
37, State-gov,354929, Assoc-acdm,12, Divorced, Protective-serv, Not-in-family, Male,0,0,38, United-States,0
49, State-gov,336509, 10th,6, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,0
29, Private,222249, HS-grad,9, Never-married, Adm-clerical, Other-relative, Female,0,0,40, United-States,0
59, Private,176118, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,7, United-States,1
43, Self-emp-inc,244945, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,0
27, State-gov,122540, Some-college,10, Never-married, Craft-repair, Other-relative, Male,0,0,40, United-States,0
33, Private,589155, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,50, United-States,0
24, Private,253190, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,0
76, ?,172637, Some-college,10, Married-civ-spouse, ?, Husband, Male,0,0,20, United-States,1
45, Private,120724, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,4386,0,40, United-States,0
23, Self-emp-not-inc,236804, Some-college,10, Never-married, Farming-fishing, Own-child, Male,0,0,35, United-States,0
31, Private,125457, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,45, United-States,0
71, Private,182395, Bachelors,13, Never-married, Craft-repair, Not-in-family, Male,11678,0,45, United-States,1
53, Private,124076, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, Female,99999,0,37, United-States,1
36, Private,86143, Assoc-voc,11, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
48, Private,233511, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
57, Private,103403, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
35, Private,186819, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Male,0,0,48, United-States,0
24, Private,461678, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,1
31, Private,77143, 12th,8, Separated, Transport-moving, Unmarried, Male,0,0,40, United-States,0
42, State-gov,211915, Some-college,10, Separated, Tech-support, Unmarried, Female,0,0,40, United-States,0
36, Private,186110, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
32, Private,234976, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,55, United-States,0
20, Private,187592, Some-college,10, Never-married, Sales, Own-child, Male,0,0,40, United-States,0
33, Private,231826, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, Mexico,0
35, Private,190759, 11th,7, Separated, Craft-repair, Unmarried, Male,0,0,40, United-States,0
24, Private,281221, Bachelors,13, Never-married, Adm-clerical, Other-relative, Female,0,0,40, Taiwan,0
26, State-gov,294400, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,38, United-States,0
38, Private,298841, HS-grad,9, Divorced, Adm-clerical, Own-child, Female,0,0,40, United-States,0
47, Private,139268, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,0
59, Private,136413, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
27, Private,85126, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
63, Private,154526, Some-college,10, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
33, Private,164864, Bachelors,13, Divorced, Prof-specialty, Unmarried, Female,0,323,40, United-States,0
27, Private,203558, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,1
52, Private,198744, HS-grad,9, Widowed, Sales, Not-in-family, Female,0,0,40, United-States,0
52, Private,129177, Bachelors,13, Widowed, Other-service, Not-in-family, Female,0,2824,20, United-States,1
37, Private,188763, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,1
18, Private,87157, 12th,8, Never-married, Other-service, Own-child, Male,0,0,25, United-States,0
21, Private,190805, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,32, United-States,0
26, Private,224567, 11th,7, Never-married, Sales, Not-in-family, Male,0,0,45, United-States,0
33, Private,168981, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, Female,0,0,55, United-States,0
26, Private,197292, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,50, United-States,0
23, State-gov,435835, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,7, United-States,0
27, Local-gov,24988, Assoc-voc,11, Never-married, Tech-support, Not-in-family, Female,0,1564,72, United-States,1
29, Private,144808, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, Female,0,0,40, United-States,0
56, Private,133876, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
25, Private,122999, Some-college,10, Never-married, Tech-support, Other-relative, Male,0,0,40, United-States,0
46, Private,465974, 11th,7, Never-married, Transport-moving, Own-child, Male,0,0,30, United-States,0
50, Private,190762, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, Mexico,0
46, Local-gov,172822, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
50, Local-gov,259377, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,15024,0,40, United-States,1
28, Private,138283, Assoc-voc,11, Never-married, Other-service, Not-in-family, Female,0,0,40, United-States,0
34, Private,162442, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,20, United-States,1
58, Private,247276, 7th-8th,4, Widowed, Other-service, Not-in-family, Female,0,0,30, United-States,0
38, ?,70282, Masters,14, Married-civ-spouse, ?, Wife, Female,15024,0,2, United-States,1
52, Private,128814, Some-college,10, Divorced, Other-service, Unmarried, Female,0,0,50, United-States,0
43, Private,83411, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,1
45, Private,199058, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,48, ?,0
21, Private,70261, Some-college,10, Never-married, Other-service, Own-child, Male,0,0,30, United-States,0
37, Private,34180, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
30, Private,198265, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
27, Private,263552, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Male,0,0,50, United-States,0
73, Private,29778, HS-grad,9, Widowed, Other-service, Not-in-family, Female,0,0,37, United-States,0
21, ?,117210, Some-college,10, Never-married, ?, Not-in-family, Male,0,0,40, United-States,0
38, Private,197113, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,20, United-States,0
47, State-gov,287547, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,0
34, Self-emp-not-inc,56964, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,35, United-States,0
25, Private,404616, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
